Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,resource country,organization country,organization involved,org:role,concept:name,impact,product,lifecycle:transition
1-535813432,Completed-Closed,Peter,2012-01-04 01:29:05.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Medium,PROD286,Closed
1-535813517,Accepted-In Progress,Peter,2011-06-22 19:38:40.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Accepted,Medium,PROD286,In Progress
1-535813517,Completed-Closed,Peter,2012-01-04 01:29:36.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Medium,PROD286,Closed
1-535813813,Accepted-In Progress,Peter,2011-06-22 20:30:23.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Accepted,Medium,PROD286,In Progress
1-535813813,Completed-Closed,Peter,2012-01-04 01:30:05.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Medium,PROD286,Closed
1-536904633,Accepted-In Progress,Veronique,2011-06-27 22:37:20.000,Variant 1,1,Org line A2,France,fr,V5 3rd,A2_5,Accepted,High,PROD230,In Progress
1-536904633,Completed-Closed,Veronique,2012-01-12 21:15:51.000,Variant 1,1,Org line A2,France,fr,V5 3rd,A2_5,Completed,High,PROD230,Closed
1-537311033,Queued-Awaiting Assignment,Curt,2011-06-29 00:27:00.000,Variant 5,5,Org line C,Sweden,se,G99 2nd,E_1,Queued,High,PROD24,Awaiting Assignment
1-537311033,Accepted-In Progress,Curt,2011-08-26 00:01:54.000,Variant 5,5,Org line C,Sweden,se,G100 3rd,C_1,Accepted,High,PROD24,In Progress
1-537311033,Completed-Closed,Curt,2012-01-18 22:48:10.000,Variant 5,5,Org line C,Sweden,se,G100 3rd,C_1,Completed,High,PROD24,Closed
1-537902763,Accepted-In Progress,Veronique,2011-06-30 18:05:50.000,Variant 1,1,Org line A2,France,fr,V5 3rd,A2_5,Accepted,High,PROD230,In Progress
1-537902763,Completed-Closed,Veronique,2012-01-12 21:16:25.000,Variant 1,1,Org line A2,France,fr,V5 3rd,A2_5,Completed,High,PROD230,Closed
1-538226806,Accepted-In Progress,Per-Erik,2011-07-01 17:32:18.000,Variant 1,1,Org line C,Sweden,se,G294 2nd,E_1,Accepted,High,PROD835,In Progress
1-538226806,Completed-Closed,Per-Erik,2012-03-15 22:43:56.000,Variant 1,1,Org line C,Sweden,se,G294 2nd,E_1,Completed,High,PROD835,Closed
1-538411483,Accepted-In Progress,Mikael,2011-07-02 01:18:55.000,Variant 11,11,Org line G4,Sweden,se,S33 2nd,,Accepted,Medium,PROD304,In Progress
1-538411483,Accepted-Wait,Mikael,2012-01-20 02:26:50.000,Variant 11,11,Org line G4,Sweden,se,S33 2nd,,Accepted,Medium,PROD304,Wait
1-538411483,Accepted-Wait,Mikael,2012-01-20 02:27:43.000,Variant 11,11,Org line G4,Sweden,se,S33 2nd,,Accepted,Medium,PROD304,Wait
1-538411483,Completed-Closed,Mikael,2012-01-31 03:28:49.000,Variant 11,11,Org line G4,Sweden,se,S33 2nd,,Completed,Medium,PROD304,Closed
1-539000895,Accepted-In Progress,Jonas,2011-07-05 18:54:39.000,Variant 1,1,Org line C,Sweden,in,G186 2nd,E_8,Accepted,High,PROD473,In Progress
1-539000895,Completed-Closed,Jonas,2012-05-15 23:27:12.000,Variant 1,1,Org line C,Sweden,in,G186 2nd,E_8,Completed,High,PROD473,Closed
1-539752329,Accepted-In Progress,Grzegorz,2011-07-07 21:36:28.000,Variant 4,4,Org line A2,POLAND,pl,W16 3rd,A2_1,Accepted,Medium,PROD509,In Progress
1-539752329,Accepted-Wait,Grzegorz,2011-07-07 21:49:04.000,Variant 4,4,Org line A2,POLAND,pl,W16 3rd,A2_1,Accepted,Medium,PROD509,Wait
1-539752329,Accepted-In Progress,Grzegorz,2012-01-04 22:01:39.000,Variant 4,4,Org line A2,POLAND,pl,W16 3rd,A2_1,Accepted,Medium,PROD509,In Progress
1-539752329,Completed-Closed,Grzegorz,2012-01-04 22:02:34.000,Variant 4,4,Org line A2,POLAND,pl,W16 3rd,A2_1,Completed,Medium,PROD509,Closed
1-539805130,Accepted-In Progress,Andrew,2011-07-07 23:15:46.000,Variant 2,2,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,Medium,PROD236,In Progress
1-539805130,Accepted-Wait,Andrew,2011-11-02 02:58:16.000,Variant 2,2,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,Medium,PROD236,Wait
1-539805130,Completed-Closed,Andrew,2012-02-15 21:43:43.000,Variant 2,2,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Completed,Medium,PROD236,Closed
1-540500545,Accepted-In Progress,Andrew,2011-07-11 22:15:54.000,Variant 2,2,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,Medium,PROD236,In Progress
1-540500545,Accepted-Wait,Andrew,2011-10-20 20:48:10.000,Variant 2,2,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,Medium,PROD236,Wait
1-540500545,Completed-Closed,Andrew,2012-05-05 00:35:09.000,Variant 2,2,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Completed,Medium,PROD236,Closed
1-540531611,Accepted-In Progress,Andrew,2011-07-12 00:09:07.000,Variant 4,4,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,High,PROD236,In Progress
1-540531611,Accepted-Wait,Andrew,2011-07-12 00:25:20.000,Variant 4,4,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,High,PROD236,Wait
1-540531611,Accepted-In Progress,Andrew,2012-05-05 00:32:55.000,Variant 4,4,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,High,PROD236,In Progress
1-540531611,Completed-Closed,Andrew,2012-05-05 00:35:22.000,Variant 4,4,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Completed,High,PROD236,Closed
1-540549141,Accepted-In Progress,Gunilla,2011-07-12 00:09:59.000,Variant 33,33,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,In Progress
1-540549141,Accepted-Wait,Gunilla,2011-07-12 00:10:21.000,Variant 33,33,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Wait
1-540549141,Accepted-Wait,Gunilla,2011-07-12 00:13:55.000,Variant 33,33,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Wait
1-540549141,Accepted-Assigned,Gunilla,2011-07-12 18:01:19.000,Variant 33,33,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Assigned
1-540549141,Accepted-Wait,Gunilla,2012-02-02 01:51:41.000,Variant 33,33,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Wait
1-540549141,Completed-Closed,Gunilla,2012-02-03 22:51:29.000,Variant 33,33,Org line A2,Sweden,se,N23 2nd,A2_3,Completed,Low,PROD76,Closed
1-540549178,Accepted-In Progress,Gunilla,2011-07-12 00:13:19.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,In Progress
1-540549178,Accepted-Wait,Gunilla,2011-07-12 00:14:18.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Wait
1-540549178,Accepted-Assigned,Gunilla,2011-07-12 18:01:32.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Assigned
1-540549178,Accepted-Wait,Gunilla,2012-02-02 01:51:50.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Wait
1-540549178,Completed-Closed,Gunilla,2012-02-03 22:54:52.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Completed,Low,PROD76,Closed
1-540549229,Accepted-In Progress,Gunilla,2011-07-12 00:15:41.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,In Progress
1-540549229,Accepted-Wait,Gunilla,2011-07-12 00:16:10.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Wait
1-540549229,Accepted-Assigned,Gunilla,2011-07-12 17:59:16.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Assigned
1-540549229,Accepted-Wait,Gunilla,2012-02-02 01:52:08.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD76,Wait
1-540549229,Completed-Closed,Gunilla,2012-02-03 22:56:27.000,Variant 15,15,Org line A2,Sweden,se,N23 2nd,A2_3,Completed,Low,PROD76,Closed
1-541088014,Accepted-Wait,Amit,2011-07-13 19:08:58.000,Variant 25,25,Org line C,INDIA,in,G92,E_5,Accepted,High,PROD793,Wait
1-541088014,Accepted-Assigned,Amit,2011-07-13 19:09:36.000,Variant 25,25,Org line C,INDIA,in,G92,E_5,Accepted,High,PROD793,Assigned
1-541088014,Accepted-In Progress,Amit,2011-09-19 22:38:35.000,Variant 25,25,Org line C,INDIA,in,G92,E_5,Accepted,High,PROD793,In Progress
1-541088014,Completed-Closed,Amit,2012-02-29 21:43:57.000,Variant 25,25,Org line C,INDIA,in,G92,E_5,Completed,High,PROD793,Closed
1-544200884,Accepted-In Progress,Paul,2011-07-29 23:17:54.000,Variant 2,2,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,High,PROD236,In Progress
1-544200884,Accepted-Wait,Paul,2011-08-01 23:43:25.000,Variant 2,2,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Accepted,High,PROD236,Wait
1-544200884,Completed-Closed,Paul,2012-02-15 22:22:57.000,Variant 2,2,Org line A2,United Kingdom,gb,G42 3rd,A2_1,Completed,High,PROD236,Closed
1-544527205,Accepted-In Progress,Karel,2011-08-01 21:34:46.000,Variant 2,2,Org line C,Belgium,us,G13 2nd,E_1,Accepted,High,PROD398,In Progress
1-544527205,Accepted-Wait,Karel,2011-10-05 20:48:40.000,Variant 2,2,Org line C,Belgium,us,G13 2nd,E_1,Accepted,High,PROD398,Wait
1-544527205,Completed-Closed,Karel,2012-02-07 00:35:47.000,Variant 2,2,Org line C,Belgium,us,G13 2nd,E_1,Completed,High,PROD398,Closed
1-544876956,Accepted-In Progress,Arun,2011-08-03 15:07:05.000,Variant 2,2,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Low,PROD423,In Progress
1-544876956,Accepted-Wait,Arun,2011-12-21 18:42:45.000,Variant 2,2,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Low,PROD423,Wait
1-544876956,Completed-Closed,Arun,2012-01-24 18:47:58.000,Variant 2,2,Org line C,INDIA,us,G88 2nd,E_4,Completed,Low,PROD423,Closed
1-546272906,Accepted-In Progress,Linda,2011-08-09 17:04:14.000,Variant 15,15,Org line C,Sweden,be,G55 2nd,E_1,Accepted,Medium,PROD795,In Progress
1-546272906,Accepted-Wait,Linda,2011-08-09 17:10:29.000,Variant 15,15,Org line C,Sweden,be,G55 2nd,E_1,Accepted,Medium,PROD795,Wait
1-546272906,Accepted-Assigned,Linda,2011-08-16 19:16:16.000,Variant 15,15,Org line C,Sweden,be,G55 2nd,E_1,Accepted,Medium,PROD795,Assigned
1-546272906,Accepted-Wait,Linda,2011-08-30 22:13:01.000,Variant 15,15,Org line C,Sweden,be,G55 2nd,E_1,Accepted,Medium,PROD795,Wait
1-546272906,Completed-Closed,Linda,2012-01-10 18:25:39.000,Variant 15,15,Org line C,Sweden,be,G55 2nd,E_1,Completed,Medium,PROD795,Closed
1-546692981,Accepted-In Progress,Peter,2011-08-10 00:12:56.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Accepted,Medium,PROD286,In Progress
1-546692981,Completed-Closed,Peter,2012-01-04 01:30:22.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Medium,PROD286,Closed
1-546693092,Accepted-In Progress,Peter,2011-08-10 01:24:06.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Accepted,Low,PROD286,In Progress
1-546693092,Completed-Closed,Peter,2012-01-04 01:34:17.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Low,PROD286,Closed
1-547539001,Accepted-In Progress,Peter,2011-08-10 18:15:40.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Accepted,Low,PROD286,In Progress
1-547539001,Completed-Closed,Peter,2012-01-04 01:34:54.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Low,PROD286,Closed
1-547802271,Accepted-In Progress,Peter,2011-08-10 23:13:33.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Accepted,Low,PROD286,In Progress
1-547802271,Completed-Closed,Peter,2012-01-04 01:35:05.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Low,PROD286,Closed
1-548188531,Accepted-In Progress,Peter,2011-08-11 17:10:08.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Accepted,Low,PROD286,In Progress
1-548188531,Completed-Closed,Peter,2012-01-05 01:09:30.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Low,PROD286,Closed
1-548188557,Accepted-In Progress,Peter,2011-08-11 17:18:34.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Accepted,Low,PROD286,In Progress
1-548188557,Completed-Closed,Peter,2012-01-05 01:10:26.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Low,PROD286,Closed
1-548188833,Accepted-In Progress,Peter,2011-08-11 17:29:12.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Accepted,Low,PROD286,In Progress
1-548188833,Completed-Closed,Peter,2012-01-05 01:10:46.000,Variant 1,1,Org line G4,Sweden,se,M19 2nd,,Completed,Low,PROD286,Closed
1-550159631,Accepted-In Progress,Gunilla,2011-08-16 16:56:29.000,Variant 16,16,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD554,In Progress
1-550159631,Accepted-Wait,Gunilla,2011-08-16 16:57:10.000,Variant 16,16,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD554,Wait
1-550159631,Accepted-Assigned,Gunilla,2011-08-16 16:57:44.000,Variant 16,16,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD554,Assigned
1-550159631,Accepted-In Progress,Yvonne,2012-01-18 22:18:50.000,Variant 16,16,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Low,PROD554,In Progress
1-550159631,Completed-Closed,Yvonne,2012-01-18 22:18:52.000,Variant 16,16,Org line A2,Sweden,se,N23 2nd,A2_3,Completed,Low,PROD554,Closed
1-550577363,Accepted-In Progress,Sathish,2011-08-17 00:20:16.000,Variant 12,12,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Medium,PROD219,In Progress
1-550577363,Accepted-Wait,Sathish,2011-08-17 00:24:00.000,Variant 12,12,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Medium,PROD219,Wait
1-550577363,Accepted-Wait,Sathish,2011-08-17 00:24:13.000,Variant 12,12,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Medium,PROD219,Wait
1-550577363,Accepted-In Progress,Sathish,2012-01-05 17:11:25.000,Variant 12,12,Org line C,INDIA,us,G88 2nd,E_4,Accepted,Medium,PROD219,In Progress
1-550577363,Completed-Closed,Sathish,2012-01-05 17:13:17.000,Variant 12,12,Org line C,INDIA,us,G88 2nd,E_4,Completed,Medium,PROD219,Closed
1-550611848,Accepted-In Progress,Bharath,2011-08-17 00:15:30.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Accepted,Medium,PROD397,In Progress
1-550611848,Completed-Closed,Bharath,2012-05-04 19:26:48.000,Variant 1,1,Org line G4,Sweden,se,S33 2nd,,Completed,Medium,PROD397,Closed
1-557618809,Accepted-In Progress,Suzanne,2011-08-19 22:03:20.000,Variant 1,1,Org line V2,Sweden,se,T2 2nd,,Accepted,Medium,PROD615,In Progress
1-557618809,Completed-Closed,Suzanne,2012-01-20 02:42:03.000,Variant 1,1,Org line V2,Sweden,se,T2 2nd,,Completed,Medium,PROD615,Closed
1-557739965,Accepted-In Progress,Suzanne,2011-08-19 22:35:57.000,Variant 2,2,Org line V2,Sweden,se,T2 2nd,,Accepted,Low,PROD615,In Progress
1-557739965,Accepted-Wait,Suzanne,2011-11-10 03:02:46.000,Variant 2,2,Org line V2,Sweden,se,T2 2nd,,Accepted,Low,PROD615,Wait
1-557739965,Completed-Closed,Suzanne,2012-01-20 02:42:59.000,Variant 2,2,Org line V2,Sweden,se,T2 2nd,,Completed,Low,PROD615,Closed
1-560703011,Accepted-In Progress,Gustav,2011-08-23 22:00:43.000,Variant 3,3,Org line G4,Sweden,se,S30 2nd,,Accepted,Low,PROD412,In Progress
1-560703011,Accepted-In Progress,Gustav,2012-02-22 01:12:40.000,Variant 3,3,Org line G4,Sweden,se,S30 2nd,,Accepted,Low,PROD412,In Progress
1-560703011,Completed-Closed,Gustav,2012-02-22 01:12:50.000,Variant 3,3,Org line G4,Sweden,se,S30 2nd,,Completed,Low,PROD412,Closed
1-561068081,Accepted-In Progress,Lena,2011-08-24 17:21:26.000,Variant 1,1,Org line V2,Sweden,0,T11 2nd,,Accepted,Medium,PROD498,In Progress
1-561068081,Completed-Closed,Lena,2012-03-29 19:42:48.000,Variant 1,1,Org line V2,Sweden,0,T11 2nd,,Completed,Medium,PROD498,Closed
1-562778111,Queued-Awaiting Assignment,Kerri,2011-08-26 21:24:09.000,Variant 34,34,Org line C,USA,us,N38,V3_2,Queued,Medium,PROD745,Awaiting Assignment
1-562778111,Queued-Awaiting Assignment,Jerry,2011-09-23 02:43:26.000,Variant 34,34,Org line A2,USA,us,N5 2nd,A2_3,Queued,Medium,PROD745,Awaiting Assignment
1-562778111,Accepted-Assigned,Lorre,2011-11-11 06:35:21.000,Variant 34,34,Org line A2,USA,us,N5 2nd,A2_3,Accepted,Medium,PROD745,Assigned
1-562778111,Completed-Closed,Lorre,2012-01-27 07:31:29.000,Variant 34,34,Org line A2,USA,us,N5 2nd,A2_3,Completed,Medium,PROD745,Closed
1-563156866,Accepted-In Progress,Håkan,2011-08-28 05:00:27.000,Variant 3,3,Org line A2,Sweden,se,G105 2nd,A2_4,Accepted,High,PROD337,In Progress
1-563156866,Accepted-In Progress,Håkan,2012-04-05 00:37:47.000,Variant 3,3,Org line A2,Sweden,se,G105 2nd,A2_4,Accepted,High,PROD337,In Progress
1-563156866,Completed-Closed,Håkan,2012-04-05 00:37:50.000,Variant 3,3,Org line A2,Sweden,se,G105 2nd,A2_4,Completed,High,PROD337,Closed
1-563156881,Accepted-In Progress,Håkan,2011-08-28 05:15:21.000,Variant 3,3,Org line A2,Sweden,se,G105 2nd,A2_4,Accepted,High,PROD337,In Progress
1-563156881,Accepted-In Progress,Håkan,2012-04-05 00:38:26.000,Variant 3,3,Org line A2,Sweden,se,G105 2nd,A2_4,Accepted,High,PROD337,In Progress
1-563156881,Completed-Closed,Håkan,2012-04-05 00:38:40.000,Variant 3,3,Org line A2,Sweden,se,G105 2nd,A2_4,Completed,High,PROD337,Closed
1-564738994,Accepted-In Progress,Murali,2011-08-31 14:15:43.000,Variant 4,4,Org line B,INDIA,in,G238 2nd,E_10,Accepted,High,PROD209,In Progress
1-564738994,Accepted-Wait,Murali,2011-08-31 14:16:56.000,Variant 4,4,Org line B,INDIA,in,G238 2nd,E_10,Accepted,High,PROD209,Wait
1-564738994,Accepted-In Progress,Murali,2012-01-04 21:32:10.000,Variant 4,4,Org line B,INDIA,in,G238 2nd,E_10,Accepted,High,PROD209,In Progress
1-564738994,Completed-Closed,Murali,2012-03-04 19:20:51.000,Variant 4,4,Org line B,INDIA,in,G238 2nd,E_10,Completed,High,PROD209,Closed
1-565030154,Accepted-In Progress,Gunnar,2011-08-31 21:20:43.000,Variant 1,1,Org line V2,Sweden,se,T10 2nd,,Accepted,High,PROD615,In Progress
1-565030154,Completed-Closed,Gunnar,2012-01-26 17:47:14.000,Variant 1,1,Org line V2,Sweden,se,T10 2nd,,Completed,High,PROD615,Closed
1-565319816,Accepted-In Progress,Abhinav,2011-08-31 23:53:39.000,Variant 1,1,Org line A2,Sweden,se,G105 2nd,A2_4,Accepted,Medium,PROD337,In Progress
1-565319816,Completed-Closed,Abhinav,2012-02-06 18:18:37.000,Variant 1,1,Org line A2,Sweden,se,G105 2nd,A2_4,Completed,Medium,PROD337,Closed
1-565807612,Accepted-In Progress,Tomasz,2011-09-01 18:16:05.000,Variant 35,35,Org line A2,POLAND,pl,W15 2nd,A2_1,Accepted,Medium,PROD756,In Progress
1-565807612,Accepted-Wait,Tomasz,2011-10-18 21:28:10.000,Variant 35,35,Org line A2,POLAND,pl,W15 2nd,A2_1,Accepted,Medium,PROD756,Wait
1-565807612,Accepted-Assigned,Tomasz,2011-10-18 21:30:46.000,Variant 35,35,Org line A2,POLAND,pl,W15 2nd,A2_1,Accepted,Medium,PROD756,Assigned
1-565807612,Accepted-Wait,Tomasz,2011-10-19 19:23:42.000,Variant 35,35,Org line A2,POLAND,pl,W15 2nd,A2_1,Accepted,Medium,PROD756,Wait
1-565807612,Accepted-Assigned,Daniel,2011-11-24 21:48:42.000,Variant 35,35,Org line A2,POLAND,pl,W15 2nd,A2_1,Accepted,Medium,PROD756,Assigned
1-565807612,Accepted-Wait,Daniel,2011-12-21 21:26:15.000,Variant 35,35,Org line A2,POLAND,pl,W15 2nd,A2_1,Accepted,Medium,PROD756,Wait
1-565807612,Completed-Closed,Daniel,2012-02-29 20:59:44.000,Variant 35,35,Org line A2,POLAND,pl,W15 2nd,A2_1,Completed,Medium,PROD756,Closed
1-565905115,Accepted-In Progress,Rohan,2011-09-01 21:31:39.000,Variant 3,3,Org line C,INDIA,se,G153 2nd,E_7,Accepted,Low,PROD673,In Progress
1-565905115,Accepted-In Progress,Rohan,2011-12-22 18:11:16.000,Variant 3,3,Org line C,INDIA,se,G153 2nd,E_7,Accepted,Low,PROD673,In Progress
1-565905115,Completed-Closed,Rohan,2012-01-04 22:01:27.000,Variant 3,3,Org line C,INDIA,se,G153 2nd,E_7,Completed,Low,PROD673,Closed
1-566101203,Accepted-In Progress,Christoffer,2011-09-02 01:52:37.000,Variant 1,1,Org line C,Sweden,se,G255 2nd,E_10,Accepted,Low,PROD399,In Progress
1-566101203,Completed-Closed,Christoffer,2012-02-01 22:29:59.000,Variant 1,1,Org line C,Sweden,se,G255 2nd,E_10,Completed,Low,PROD399,Closed
1-566661201,Accepted-In Progress,Wim,2011-09-03 00:42:56.000,Variant 2,2,Org line D,Belgium,us,G122 3rd,D_2,Accepted,Low,PROD618,In Progress
1-566661201,Accepted-Wait,Wim,2011-09-03 00:50:41.000,Variant 2,2,Org line D,Belgium,us,G122 3rd,D_2,Accepted,Low,PROD618,Wait
1-566661201,Completed-Closed,Wim,2012-01-18 21:28:16.000,Variant 2,2,Org line D,Belgium,us,G122 3rd,D_2,Completed,Low,PROD618,Closed
1-567100387,Accepted-In Progress,Gregory,2011-09-05 18:27:47.000,Variant 1,1,Org line C,France,fr,V43 3rd,C_5,Accepted,High,PROD353,In Progress
1-567100387,Completed-Closed,Gregory,2012-02-27 23:39:00.000,Variant 1,1,Org line C,France,fr,V43 3rd,C_5,Completed,High,PROD353,Closed
1-567362335,Accepted-In Progress,Kristijan,2011-09-05 23:34:11.000,Variant 2,2,Org line C,Sweden,0,N30 3rd,C_6,Accepted,Medium,PROD100,In Progress
1-567362335,Accepted-Wait,Kristijan,2011-09-05 23:42:02.000,Variant 2,2,Org line C,Sweden,0,N30 3rd,C_6,Accepted,Medium,PROD100,Wait
1-567362335,Completed-Closed,Kristijan,2012-01-10 18:08:14.000,Variant 2,2,Org line C,Sweden,0,N30 3rd,C_6,Completed,Medium,PROD100,Closed
1-567718361,Accepted-In Progress,Fredrik,2011-09-06 17:59:51.000,Variant 1,1,Org line C,Sweden,us,G88 2nd,E_4,Accepted,Medium,PROD794,In Progress
1-567718361,Completed-Closed,Fredrik,2012-03-27 02:30:49.000,Variant 1,1,Org line C,Sweden,us,G88 2nd,E_4,Completed,Medium,PROD794,Closed
1-567958551,Accepted-In Progress,Tomas,2011-09-06 20:30:37.000,Variant 3,3,Org line C,Sweden,se,G155 3rd,C_4,Accepted,Low,PROD474,In Progress
1-567958551,Accepted-In Progress,Tomas,2011-09-07 00:00:11.000,Variant 3,3,Org line C,Sweden,se,G155 3rd,C_4,Accepted,Low,PROD474,In Progress
1-567958551,Completed-Closed,Tomas,2012-02-14 07:22:38.000,Variant 3,3,Org line C,Sweden,se,G155 3rd,C_4,Completed,Low,PROD474,Closed
1-572730349,Accepted-In Progress,Adam,2011-09-10 13:26:18.000,Variant 10,10,Org line A2,POLAND,pl,W16 3rd,A2_1,Accepted,Medium,PROD756,In Progress
1-572730349,Accepted-Wait,Adam,2011-09-10 13:29:01.000,Variant 10,10,Org line A2,POLAND,pl,W16 3rd,A2_1,Accepted,Medium,PROD756,Wait
1-572730349,Accepted-In Progress,Adam,2011-10-24 18:58:52.000,Variant 10,10,Org line A2,POLAND,pl,W16 3rd,A2_1,Accepted,Medium,PROD756,In Progress
1-572730349,Accepted-In Progress,Miroslaw,2012-05-24 00:18:45.000,Variant 10,10,Org line A2,POLAND,pl,W16 3rd,A2_1,Accepted,Medium,PROD756,In Progress
1-572730349,Completed-Closed,Miroslaw,2012-05-24 00:21:16.000,Variant 10,10,Org line A2,POLAND,pl,W16 3rd,A2_1,Completed,Medium,PROD756,Closed
1-573278049,Accepted-In Progress,Lena,2011-09-13 00:05:54.000,Variant 2,2,Org line A2,Sweden,se,S35 2nd,A2_3,Accepted,Medium,PROD680,In Progress
1-573278049,Accepted-Wait,Lena,2011-12-27 20:18:46.000,Variant 2,2,Org line A2,Sweden,se,S35 2nd,A2_3,Accepted,Medium,PROD680,Wait
1-573278049,Completed-Closed,Lena,2012-01-12 19:54:21.000,Variant 2,2,Org line A2,Sweden,se,S35 2nd,A2_3,Completed,Medium,PROD680,Closed
1-573280988,Accepted-In Progress,Gustav,2011-09-12 23:57:08.000,Variant 1,1,Org line G4,Sweden,se,S30 2nd,,Accepted,Low,PROD412,In Progress
1-573280988,Completed-Closed,Gustav,2012-02-22 01:14:10.000,Variant 1,1,Org line G4,Sweden,se,S30 2nd,,Completed,Low,PROD412,Closed
1-574045461,Accepted-In Progress,Yvonne,2011-09-14 17:47:21.000,Variant 1,1,Org line A2,Sweden,se,N23 2nd,A2_3,Accepted,Medium,PROD554,In Progress
1-574045461,Completed-Closed,Yvonne,2012-01-18 22:16:21.000,Variant 1,1,Org line A2,Sweden,se,N23 2nd,A2_3,Completed,Medium,PROD554,Closed
1-575690736,Accepted-In Progress,Wim,2011-09-19 23:14:47.000,Variant 9,9,Org line D,Belgium,us,G122 3rd,D_2,Accepted,High,PROD618,In Progress
1-575690736,Accepted-In Progress,Wim,2011-09-20 22:36:13.000,Variant 9,9,Org line D,Belgium,us,G122 3rd,D_2,Accepted,High,PROD618,In Progress
1-575690736,Accepted-In Progress,Wim,2011-09-21 18:14:31.000,Variant 9,9,Org line D,Belgium,us,G122 3rd,D_2,Accepted,High,PROD618,In Progress
1-575690736,Completed-Closed,Wim,2012-03-23 20:22:42.000,Variant 9,9,Org line D,Belgium,us,G122 3rd,D_2,Completed,High,PROD618,Closed
1-576186189,Accepted-In Progress,Curt,2011-09-21 02:25:07.000,Variant 9,9,Org line C,Sweden,se,G99 2nd,E_1,Accepted,Medium,PROD153,In Progress
1-576186189,Accepted-In Progress,Curt,2011-09-21 02:38:34.000,Variant 9,9,Org line C,Sweden,se,G99 2nd,E_1,Accepted,Medium,PROD153,In Progress
