Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,org:group,resource country,organization country,organization involved,org:role,concept:name,impact,product,lifecycle:transition
1-516141293,Queued-Awaiting Assignment,Stefan,2011-07-07 00:13:11.000,Variant 157,157,Org line C,Sweden,in,G163 3rd,,Queued,Major,PROD604,Awaiting Assignment
1-516141293,Accepted-In Progress,Santosh,2011-07-07 00:13:12.000,Variant 157,157,Org line C,INDIA,in,G181 2nd,E_8,Accepted,Major,PROD604,In Progress
1-516141293,Accepted-In Progress,Pranesh,2011-07-07 00:25:39.000,Variant 157,157,Org line C,INDIA,in,G181 2nd,E_8,Accepted,Major,PROD604,In Progress
1-516141293,Accepted-In Progress,Santosh,2011-07-07 00:25:50.000,Variant 157,157,Org line C,INDIA,in,G181 2nd,E_8,Accepted,Major,PROD604,In Progress
1-516141293,Queued-Awaiting Assignment,Rajesh Kumar,2011-07-07 00:31:51.000,Variant 157,157,Org line C,INDIA,in,G157 2nd,E_7,Queued,Major,PROD604,Awaiting Assignment
1-516141293,Accepted-In Progress,Rajesh Kumar,2011-08-11 18:10:13.000,Variant 157,157,Org line C,INDIA,in,G157 2nd,E_7,Accepted,Major,PROD604,In Progress
1-516141293,Accepted-Assigned,Andres,2011-08-11 18:45:33.000,Variant 157,157,Org line C,Sweden,in,G157 2nd,E_7,Accepted,Major,PROD604,Assigned
1-516141293,Accepted-In Progress,Rajesh Kumar,2012-01-11 17:42:14.000,Variant 157,157,Org line C,INDIA,in,G157 2nd,E_7,Accepted,Major,PROD604,In Progress
1-516141293,Accepted-Assigned,Andres,2012-03-14 15:51:35.000,Variant 157,157,Org line C,Sweden,in,G157 2nd,E_7,Accepted,Major,PROD604,Assigned
1-516141293,Accepted-In Progress,Rajesh Kumar,2012-03-17 01:15:10.000,Variant 157,157,Org line C,INDIA,in,G157 2nd,E_7,Accepted,Major,PROD604,In Progress
1-516141293,Completed-Closed,Rajesh Kumar,2012-03-17 01:17:56.000,Variant 157,157,Org line C,INDIA,in,G157 2nd,E_7,Completed,Major,PROD604,Closed
1-516860557,Accepted-In Progress,Gustav,2011-04-14 21:29:47.000,Variant 4,4,Org line G4,Sweden,se,S30 2nd,,Accepted,Medium,PROD412,In Progress
1-516860557,Accepted-In Progress,Gustav,2012-02-22 01:01:53.000,Variant 4,4,Org line G4,Sweden,se,S30 2nd,,Accepted,Medium,PROD412,In Progress
1-516860557,Completed-Closed,Gustav,2012-02-22 01:01:54.000,Variant 4,4,Org line G4,Sweden,se,S30 2nd,,Completed,Medium,PROD412,Closed
1-517002080,Accepted-In Progress,Carolyn,2011-04-14 23:06:04.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-517002080,Queued-Awaiting Assignment,Carolyn,2011-04-14 23:08:58.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment
1-517002080,Accepted-In Progress,Padmanabha,2011-04-15 00:40:44.000,Variant 2,2,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-517002080,Accepted-Assigned,Carolyn,2011-04-15 00:40:49.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD98,Assigned
1-517002080,Accepted-In Progress,Ewa,2012-01-30 22:36:42.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-517002080,Completed-Closed,Ewa,2012-01-30 22:37:11.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD98,Closed
1-517045062,Accepted-In Progress,Carolyn,2011-04-14 23:52:45.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-517045062,Queued-Awaiting Assignment,Carolyn,2011-04-14 23:55:33.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment
1-517045062,Accepted-In Progress,Padmanabha,2011-04-15 00:42:55.000,Variant 2,2,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-517045062,Accepted-Assigned,Carolyn,2011-04-15 00:43:02.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD98,Assigned
1-517045062,Accepted-In Progress,Ewa,2012-01-31 07:20:24.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-517045062,Completed-Closed,Ewa,2012-01-31 07:22:53.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD98,Closed
1-517399487,Accepted-In Progress,Carolyn,2011-04-15 22:01:45.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-517399487,Queued-Awaiting Assignment,Carolyn,2011-04-15 22:11:10.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment
1-517399487,Accepted-In Progress,Padmanabha,2011-04-15 22:52:16.000,Variant 56,56,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-517399487,Accepted-Assigned,Carolyn,2011-04-15 22:52:22.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,Assigned
1-517399487,Queued-Awaiting Assignment,Hannes,2011-04-22 20:10:38.000,Variant 56,56,Org line A2,Sweden,us,G21 2nd,A2_2,Queued,Medium,PROD97,Awaiting Assignment
1-517399487,Accepted-Assigned,Y,2011-04-22 20:12:25.000,Variant 56,56,Org line A2,Sweden,us,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned
1-517399487,Accepted-Assigned,Jayalakshmi,2011-04-25 22:13:59.000,Variant 56,56,Org line A2,INDIA,us,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned
1-517399487,Accepted-Wait,Jayalakshmi,2011-04-27 22:59:01.000,Variant 56,56,Org line A2,INDIA,us,G21 2nd,A2_2,Accepted,Medium,PROD97,Wait
1-517399487,Queued-Awaiting Assignment,Carolyn,2011-04-29 17:12:18.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment
1-517399487,Accepted-In Progress,Padmanabha,2011-04-29 21:14:42.000,Variant 56,56,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-517399487,Accepted-Assigned,Carolyn,2011-04-29 21:14:49.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,Assigned
1-517399487,Accepted-In Progress,Ewa,2012-02-07 07:24:11.000,Variant 56,56,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-517399487,Completed-Closed,Ewa,2012-02-07 07:37:41.000,Variant 56,56,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-517490964,Accepted-In Progress,Carolyn,2011-04-15 22:30:31.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-517490964,Queued-Awaiting Assignment,Carolyn,2011-04-15 22:34:07.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment
1-517490964,Accepted-In Progress,Padmanabha,2011-04-15 22:47:08.000,Variant 2,2,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-517490964,Accepted-Assigned,Carolyn,2011-04-15 22:47:14.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,Assigned
1-517490964,Accepted-In Progress,Ewa,2012-02-03 07:51:43.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-517490964,Completed-Closed,Ewa,2012-02-03 07:54:48.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-517828743,Accepted-In Progress,Carolyn,2011-04-18 18:46:21.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-517828743,Queued-Awaiting Assignment,Carolyn,2011-04-18 20:24:06.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD96,Awaiting Assignment
1-517828743,Accepted-In Progress,Padmanabha,2011-04-18 20:49:38.000,Variant 2,2,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-517828743,Accepted-Assigned,Carolyn,2011-04-18 20:49:46.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD96,Assigned
1-517828743,Accepted-In Progress,Ewa,2012-01-30 22:28:22.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-517828743,Completed-Closed,Ewa,2012-01-30 22:28:41.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD96,Closed
1-518362551,Accepted-In Progress,Carolyn,2011-04-19 16:39:38.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-518362551,Queued-Awaiting Assignment,Carolyn,2011-04-19 16:44:20.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment
1-518362551,Accepted-In Progress,Padmanabha,2011-04-19 19:15:54.000,Variant 2,2,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-518362551,Accepted-Assigned,Carolyn,2011-04-19 19:16:02.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD98,Assigned
1-518362551,Accepted-In Progress,Ewa,2012-01-13 21:57:01.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-518362551,Completed-Closed,Ewa,2012-01-13 21:57:18.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD98,Closed
1-519020627,Accepted-In Progress,Gilles,2011-04-20 19:52:30.000,Variant 1,1,Org line C,France,us,G88 2nd,E_4,Accepted,Low,PROD348,In Progress
1-519020627,Completed-Closed,Gilles,2012-04-18 22:48:29.000,Variant 1,1,Org line C,France,us,G88 2nd,E_4,Completed,Low,PROD348,Closed
1-519054737,Accepted-In Progress,Johan,2011-04-20 22:29:00.000,Variant 47,47,Org line C,Sweden,se,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress
1-519054737,Accepted-In Progress,Johan,2011-10-04 02:22:11.000,Variant 47,47,Org line C,Sweden,se,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress
1-519054737,Accepted-In Progress,Erik,2012-02-09 19:21:19.000,Variant 47,47,Org line C,Sweden,se,G141 3rd,C_6,Accepted,Medium,PROD660,In Progress
1-519054737,Accepted-Wait,Erik,2012-02-14 19:12:28.000,Variant 47,47,Org line C,Sweden,se,G141 3rd,C_6,Accepted,Medium,PROD660,Wait
1-519054737,Completed-Closed,Erik,2012-04-20 19:11:33.000,Variant 47,47,Org line C,Sweden,se,G141 3rd,C_6,Completed,Medium,PROD660,Closed
1-519065883,Accepted-In Progress,Anil,2011-04-20 21:47:23.000,Variant 158,158,Org line A2,Sweden,se,G40,A2_2,Accepted,Low,PROD215,In Progress
1-519065883,Accepted-In Progress,Anil,2011-04-20 22:07:02.000,Variant 158,158,Org line A2,Sweden,se,G40,A2_2,Accepted,Low,PROD215,In Progress
1-519065883,Queued-Awaiting Assignment,Linda,2011-04-20 22:08:15.000,Variant 158,158,Org line A2,Sweden,se,G39 3rd,A2_2,Queued,Low,PROD215,Awaiting Assignment
1-519065883,Accepted-In Progress,Linda,2011-04-29 16:06:38.000,Variant 158,158,Org line A2,Sweden,se,G39 3rd,A2_2,Accepted,Low,PROD215,In Progress
1-519065883,Accepted-In Progress,Anil,2011-05-04 15:30:48.000,Variant 158,158,Org line A2,Sweden,se,G40,A2_2,Accepted,Low,PROD215,In Progress
1-519065883,Queued-Awaiting Assignment,Linda,2011-05-04 15:32:37.000,Variant 158,158,Org line A2,Sweden,se,G39 3rd,A2_2,Queued,Low,PROD215,Awaiting Assignment
1-519065883,Accepted-In Progress,Linda,2011-05-04 18:38:13.000,Variant 158,158,Org line A2,Sweden,se,G39 3rd,A2_2,Accepted,Low,PROD215,In Progress
1-519065883,Accepted-Wait,Linda,2012-01-05 00:18:10.000,Variant 158,158,Org line A2,Sweden,se,G39 3rd,A2_2,Accepted,Low,PROD215,Wait
1-519065883,Completed-Closed,Linda,2012-04-13 17:48:02.000,Variant 158,158,Org line A2,Sweden,se,G39 3rd,A2_2,Completed,Low,PROD215,Closed
1-519085985,Accepted-In Progress,Carolyn,2011-04-20 22:48:07.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-519085985,Queued-Awaiting Assignment,Carolyn,2011-04-20 22:51:54.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment
1-519085985,Accepted-In Progress,Padmanabha,2011-04-21 19:49:11.000,Variant 56,56,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-519085985,Accepted-Assigned,Carolyn,2011-04-21 19:49:25.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,Assigned
1-519085985,Queued-Awaiting Assignment,Hannes,2011-04-22 20:09:46.000,Variant 56,56,Org line A2,Sweden,us,G21 2nd,A2_2,Queued,Medium,PROD97,Awaiting Assignment
1-519085985,Accepted-Assigned,Y,2011-04-22 20:12:02.000,Variant 56,56,Org line A2,Sweden,us,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned
1-519085985,Accepted-Assigned,Jayalakshmi,2011-04-25 22:14:07.000,Variant 56,56,Org line A2,INDIA,us,G21 2nd,A2_2,Accepted,Medium,PROD97,Assigned
1-519085985,Accepted-Wait,Jayalakshmi,2011-04-27 22:58:55.000,Variant 56,56,Org line A2,INDIA,us,G21 2nd,A2_2,Accepted,Medium,PROD97,Wait
1-519085985,Queued-Awaiting Assignment,Carolyn,2011-04-29 17:12:30.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment
1-519085985,Accepted-In Progress,Padmanabha,2011-04-29 21:12:45.000,Variant 56,56,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-519085985,Accepted-Assigned,Carolyn,2011-04-29 21:12:52.000,Variant 56,56,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,Assigned
1-519085985,Accepted-In Progress,Ewa,2012-02-07 07:17:09.000,Variant 56,56,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-519085985,Completed-Closed,Ewa,2012-02-07 07:18:29.000,Variant 56,56,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-519147007,Accepted-In Progress,Linda,2011-04-21 00:32:07.000,Variant 5,5,Org line A2,Sweden,se,G39 3rd,A2_2,Accepted,Low,PROD215,In Progress
1-519147007,Queued-Awaiting Assignment,Linda,2011-04-21 00:58:45.000,Variant 5,5,Org line A2,Sweden,se,G39 3rd,A2_2,Queued,Low,PROD215,Awaiting Assignment
1-519147007,Accepted-In Progress,Linda,2011-04-29 16:07:01.000,Variant 5,5,Org line A2,Sweden,se,G39 3rd,A2_2,Accepted,Low,PROD215,In Progress
1-519147007,Completed-Closed,Linda,2012-04-05 01:01:01.000,Variant 5,5,Org line A2,Sweden,se,G39 3rd,A2_2,Completed,Low,PROD215,Closed
1-519167681,Accepted-In Progress,Valdir,2011-04-21 00:40:15.000,Variant 159,159,Org line B,Brazil,br,S16,E_6,Accepted,High,PROD132,In Progress
1-519167681,Accepted-Wait,Valdir,2011-09-15 04:59:16.000,Variant 159,159,Org line B,Brazil,br,S16,E_6,Accepted,High,PROD132,Wait
1-519167681,Queued-Awaiting Assignment,Valdir,2011-10-04 06:17:28.000,Variant 159,159,Org line B,Brazil,br,S16,E_6,Queued,High,PROD132,Awaiting Assignment
1-519167681,Accepted-In Progress,Valdir,2011-10-05 04:33:49.000,Variant 159,159,Org line B,Brazil,br,S16,E_6,Accepted,High,PROD132,In Progress
1-519167681,Completed-Closed,Valdir,2011-10-05 04:34:39.000,Variant 159,159,Org line B,Brazil,br,S16,E_6,Completed,High,PROD132,Closed
1-519167681,Accepted-In Progress,Antonio,2011-10-06 23:29:22.000,Variant 159,159,Org line B,Brazil,br,S16,E_6,Accepted,High,PROD132,In Progress
1-519167681,Queued-Awaiting Assignment,Sandro,2011-10-06 23:54:07.000,Variant 159,159,Org line A2,Brazil,br,S2 2nd,A2_2,Queued,High,PROD132,Awaiting Assignment
1-519167681,Accepted-In Progress,Paulo,2011-10-07 00:15:21.000,Variant 159,159,Org line A2,Brazil,br,S2 2nd,A2_2,Accepted,High,PROD132,In Progress
1-519167681,Queued-Awaiting Assignment,Valdir,2011-10-07 00:21:34.000,Variant 159,159,Org line B,Brazil,br,S16,E_6,Queued,High,PROD132,Awaiting Assignment
1-519167681,Accepted-In Progress,Valdir,2011-10-19 02:59:33.000,Variant 159,159,Org line B,Brazil,br,S16,E_6,Accepted,High,PROD132,In Progress
1-519167681,Completed-Closed,Valdir,2011-10-19 02:59:38.000,Variant 159,159,Org line B,Brazil,br,S16,E_6,Completed,High,PROD132,Closed
1-519167681,Accepted-In Progress,Paulo,2011-10-26 02:48:09.000,Variant 159,159,Org line A2,Brazil,br,S2 2nd,A2_2,Accepted,High,PROD132,In Progress
1-519167681,Accepted-Wait,Paulo,2011-10-26 02:48:33.000,Variant 159,159,Org line A2,Brazil,br,S2 2nd,A2_2,Accepted,High,PROD132,Wait
1-519167681,Accepted-In Progress,Paulo,2011-10-27 22:35:46.000,Variant 159,159,Org line A2,Brazil,br,S2 2nd,A2_2,Accepted,High,PROD132,In Progress
1-519167681,Accepted-Wait,Paulo,2011-10-27 22:41:51.000,Variant 159,159,Org line A2,Brazil,br,S2 2nd,A2_2,Accepted,High,PROD132,Wait
1-519167681,Accepted-In Progress,Jurandir,2011-12-21 22:05:46.000,Variant 159,159,Org line A2,Brazil,br,S3 2nd,A2_3,Accepted,High,PROD132,In Progress
1-519167681,Accepted-Assigned,Marcelo,2012-02-01 22:18:08.000,Variant 159,159,Org line A2,Brazil,br,S3 2nd,A2_3,Accepted,High,PROD132,Assigned
1-519167681,Accepted-In Progress,Jurandir,2012-02-01 22:19:15.000,Variant 159,159,Org line A2,Brazil,br,S3 2nd,A2_3,Accepted,High,PROD132,In Progress
1-519167681,Completed-Closed,Jurandir,2012-02-01 22:19:50.000,Variant 159,159,Org line A2,Brazil,br,S3 2nd,A2_3,Completed,High,PROD132,Closed
1-519386144,Accepted-In Progress,Veronique,2011-04-21 17:07:44.000,Variant 1,1,Org line A2,France,fr,V5 3rd,A2_5,Accepted,High,PROD230,In Progress
1-519386144,Completed-Closed,Veronique,2012-01-12 21:14:59.000,Variant 1,1,Org line A2,France,fr,V5 3rd,A2_5,Completed,High,PROD230,Closed
1-520127960,Accepted-In Progress,Per,2011-04-25 14:16:33.000,Variant 10,10,Org line G4,Sweden,se,S33 2nd,,Accepted,High,PROD374,In Progress
1-520127960,Accepted-Assigned,Per,2011-04-25 14:18:34.000,Variant 10,10,Org line G4,Sweden,se,S33 2nd,,Accepted,High,PROD374,Assigned
1-520127960,Completed-Closed,Per,2012-01-26 21:01:40.000,Variant 10,10,Org line G4,Sweden,se,S33 2nd,,Completed,High,PROD374,Closed
1-520234084,Accepted-In Progress,Carolyn,2011-04-26 01:48:25.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-520234084,Queued-Awaiting Assignment,Carolyn,2011-04-26 01:49:30.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD96,Awaiting Assignment
1-520234084,Accepted-In Progress,Padmanabha,2011-04-26 01:57:12.000,Variant 2,2,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-520234084,Accepted-Assigned,Carolyn,2011-04-26 01:57:18.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD96,Assigned
1-520234084,Accepted-In Progress,Ewa,2012-01-31 01:30:27.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-520234084,Completed-Closed,Ewa,2012-01-31 01:30:57.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD96,Closed
1-520705880,Accepted-In Progress,Tomas,2011-04-27 01:14:41.000,Variant 3,3,Org line A2,Sweden,cn,M1 2nd,A2_2,Accepted,High,PROD753,In Progress
1-520705880,Accepted-Wait,Tomas,2011-11-15 22:26:41.000,Variant 3,3,Org line A2,Sweden,cn,M1 2nd,A2_2,Accepted,High,PROD753,Wait
1-520705880,Completed-Closed,Tomas,2012-05-29 17:48:46.000,Variant 3,3,Org line A2,Sweden,cn,M1 2nd,A2_2,Completed,High,PROD753,Closed
1-521122392,Accepted-In Progress,Carolyn,2011-04-27 21:54:33.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-521122392,Queued-Awaiting Assignment,Carolyn,2011-04-27 22:01:57.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD96,Awaiting Assignment
1-521122392,Accepted-In Progress,Padmanabha,2011-04-27 22:25:20.000,Variant 2,2,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-521122392,Accepted-Assigned,Carolyn,2011-04-27 22:25:30.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD96,Assigned
1-521122392,Accepted-In Progress,Ewa,2012-02-07 06:55:14.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD96,In Progress
1-521122392,Completed-Closed,Ewa,2012-02-07 06:58:23.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD96,Closed
1-521431857,Accepted-In Progress,Carolyn,2011-04-28 19:19:58.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-521431857,Queued-Awaiting Assignment,Carolyn,2011-04-28 19:24:58.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD97,Awaiting Assignment
1-521431857,Accepted-In Progress,Padmanabha,2011-04-28 19:29:18.000,Variant 2,2,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-521431857,Accepted-Assigned,Carolyn,2011-04-28 19:29:26.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD97,Assigned
1-521431857,Accepted-In Progress,Ewa,2012-01-31 07:26:57.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD97,In Progress
1-521431857,Completed-Closed,Ewa,2012-01-31 07:31:30.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD97,Closed
1-521555370,Accepted-In Progress,Aleksandra,2011-04-28 22:18:40.000,Variant 1,1,Org line A2,POLAND,pl,G197 2nd,D_1,Accepted,Medium,PROD604,In Progress
1-521555370,Completed-Closed,Aleksandra,2012-02-27 18:41:09.000,Variant 1,1,Org line A2,POLAND,pl,G197 2nd,D_1,Completed,Medium,PROD604,Closed
1-521628291,Accepted-In Progress,Piotr,2011-04-28 23:59:42.000,Variant 1,1,Org line A2,POLAND,kr,V17 3rd,D_1,Accepted,Medium,PROD604,In Progress
1-521628291,Completed-Closed,Piotr,2012-05-30 00:32:34.000,Variant 1,1,Org line A2,POLAND,kr,V17 3rd,D_1,Completed,Medium,PROD604,Closed
1-522222222,Accepted-In Progress,Erik,2011-05-02 17:15:31.000,Variant 1,1,Org line G4,Sweden,se,S28 2nd,,Accepted,Low,PROD108,In Progress
1-522222222,Completed-Closed,Erik,2012-02-28 00:01:45.000,Variant 1,1,Org line G4,Sweden,se,S28 2nd,,Completed,Low,PROD108,Closed
1-522460624,Accepted-In Progress,Jonas,2011-05-03 14:59:33.000,Variant 29,29,Org line C,Sweden,in,G186 2nd,E_8,Accepted,Major,PROD436,In Progress
1-522460624,Queued-Awaiting Assignment,Jonas,2011-05-03 15:01:51.000,Variant 29,29,Org line C,Sweden,in,G186 2nd,E_8,Queued,Major,PROD436,Awaiting Assignment
1-522460624,Accepted-In Progress,Karthick,2011-11-21 21:19:53.000,Variant 29,29,Org line C,INDIA,in,G181 2nd,E_8,Accepted,Major,PROD436,In Progress
1-522460624,Accepted-Assigned,Mahesh,2011-11-21 21:20:05.000,Variant 29,29,Org line C,INDIA,in,G181 2nd,E_8,Accepted,Major,PROD436,Assigned
1-522460624,Accepted-Wait,Mahesh,2012-01-11 18:01:45.000,Variant 29,29,Org line C,INDIA,in,G181 2nd,E_8,Accepted,Major,PROD436,Wait
1-522460624,Completed-Closed,Mahesh,2012-01-11 18:02:11.000,Variant 29,29,Org line C,INDIA,in,G181 2nd,E_8,Completed,Major,PROD436,Closed
1-522734472,Accepted-In Progress,Carolyn,2011-05-04 00:44:07.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-522734472,Queued-Awaiting Assignment,Carolyn,2011-05-04 00:46:39.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Queued,Medium,PROD98,Awaiting Assignment
1-522734472,Accepted-In Progress,Padmanabha,2011-05-04 14:16:05.000,Variant 2,2,Org line G3,Sweden,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-522734472,Accepted-Assigned,Carolyn,2011-05-04 14:16:17.000,Variant 2,2,Org line G3,USA,us,G199 3rd,,Accepted,Medium,PROD98,Assigned
1-522734472,Accepted-In Progress,Ewa,2012-02-07 07:05:55.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Accepted,Medium,PROD98,In Progress
1-522734472,Completed-Closed,Ewa,2012-02-07 07:07:18.000,Variant 2,2,Org line G3,POLAND,us,G199 3rd,,Completed,Medium,PROD98,Closed
1-522949376,Accepted-In Progress,Arun,2011-05-04 19:23:03.000,Variant 160,160,Org line A2,INDIA,se,G18 3rd,A2_4,Accepted,Medium,PROD67,In Progress
1-522949376,Queued-Awaiting Assignment,Arun,2011-05-18 23:12:40.000,Variant 160,160,Org line A2,INDIA,se,G18 3rd,A2_4,Queued,Medium,PROD67,Awaiting Assignment
1-522949376,Accepted-In Progress,Emma,2011-05-25 18:32:52.000,Variant 160,160,Org line A2,Sweden,se,G18 3rd,A2_4,Accepted,Medium,PROD67,In Progress
1-522949376,Accepted-Wait,Emma,2011-05-25 18:33:17.000,Variant 160,160,Org line A2,Sweden,se,G18 3rd,A2_4,Accepted,Medium,PROD67,Wait
1-522949376,Accepted-Assigned,Pernilla,2011-11-23 22:27:40.000,Variant 160,160,Org line A2,Sweden,se,G18 3rd,A2_4,Accepted,Medium,PROD67,Assigned
1-522949376,Accepted-Wait,Pernilla,2011-11-23 23:44:56.000,Variant 160,160,Org line A2,Sweden,se,G18 3rd,A2_4,Accepted,Medium,PROD67,Wait
1-522949376,Completed-Closed,Pernilla,2012-01-12 00:04:26.000,Variant 160,160,Org line A2,Sweden,se,G18 3rd,A2_4,Completed,Medium,PROD67,Closed
1-523027945,Accepted-In Progress,Michael,2011-05-04 22:27:47.000,Variant 4,4,Org line A2,Sweden,se,M13 2nd,A2_4,Accepted,Medium,PROD563,In Progress
1-523027945,Accepted-In Progress,Michael,2012-04-25 21:24:18.000,Variant 4,4,Org line A2,Sweden,se,M13 2nd,A2_4,Accepted,Medium,PROD563,In Progress
1-523027945,Completed-Closed,Michael,2012-04-25 21:25:34.000,Variant 4,4,Org line A2,Sweden,se,M13 2nd,A2_4,Completed,Medium,PROD563,Closed
